text,label,char_length,word_count
Why there is 4. K dislike..,Offensive_Untargetede,27,6
1:18 and 2:23 Vera level 🤣,Not_offensive,26,6
dis like panra ellaru maadu muttithan d saava poringa,Offensive_Targeted_Insult_Group,53,9
Trailer super nu solluravangalam like pannunga,Not_offensive,46,6
கதை இசை ஒளிப்பதிவு நல்லா இருக்கு. ஆனா எதோ ஒன்னு மிஸ்ஸிங்,Offensive_Targeted_Insult_Other,56,9
superb man i dont know why i love vijay,Not_offensive,39,9
Aaga தளபதி fans ku oru kuthu... தல fans ku oru kuthu.. Nalla iruku daa unga dealing uh🤓🤓🤓,Offensive_Targeted_Insult_Group,89,17
முதலியார்களின் சார்பில் இப்படம் வெற்றி அடைய வாழ்த்துக்கள்,Not_offensive,57,6
ithu tamil nadu ella ithu enga thala nadu daa Thala pola varuma,Not_offensive,63,12
"கால்வே அள்ளி கிராம, _பா ம க. சார்பாக வெற்றி பெற வாழ்த்துக்கள். வீர வன்னியர் குல ஷக்திரியர் வம்சம்...",Not_offensive,103,17
Kattaaa waiting ettanum annanum pwolichuu,not-Tamil,43,5
trailer pathutu like potta kaiyoda teaser pakura thala bloods like ah podu..,Not_offensive,76,12
"எங்கப்பா Military da..,goli விளையாடவா சொல்லி தருவான்? Feel the bgm1:40",Offensive_Targeted_Insult_Other,70,9
ithu 96 uh.. Yaara emathuringa! marana mass,Not_offensive,44,7
Karur Kongu vellalar Goundar Support,Not_offensive,36,5
pakaaaaa masss sama mass asal mass's vedalam mass veream mass's,Not_offensive,64,10
0:20 en da ungaluku ipdi tha portray pana theriyum ah 🤦‍,Not_offensive,56,11
Vera lvl la eruku trailer...we are waiting...,Not_offensive,47,7
ஜில்லா படம் மோகன்லால் சர் விஜய் பீட தயொலி யோட நடிச்சது நாள சரியா ஓப்பனிங் கிடைக்கல அத இந்த காப்பான் படம் மாத்தும்னு கண்டிப்பா,Offensive_Targeted_Insult_Individual,128,19
Kavin frnd pradeep antony( in bigg boss3 he slaps kavin) hit like,Not_offensive,65,12
Keka beka keka beka short film pathavanga like potu ponga,Not_offensive,57,10
AJITH SIR UR GREAT EXCELLENT TRAILER..,Not_offensive,39,7
Veli naat la Vera bike keadikalaya Duke thana,Offensive_Targeted_Insult_Individual,46,8
Enna udayanidhi Stalin mishkin madhri panraru🤣🤣,Offensive_Targeted_Insult_Individual,47,6
I love u rajni Thalaivar sir...,Not_offensive,32,6
"படம் வெற்றி பெற முழு ஆதரவு கொடுப்போம். அரியலூர் மாவட்டம், உதயநத்தம் கிராமம்",Not_offensive,77,10
Vera level jayam ravikku like ka thatuga,Not_offensive,40,7
Avengersku Tamilnadula aall selectionah... irukara Super hero pathalanu ivaru Vera..,Offensive_Untargetede,85,10
Trailer pidikalana poga vendiyadhu dhane yedhukandi dislike ahhhhhh... Yarrupa andha karuppu aadunga,Offensive_Untargetede,103,13
1st day 1 show booked,Not_offensive,21,5
Ennaga da avan avan saathi name mention pannitu irukinga,Not_offensive,56,9
Dislike ah da poduringa badungala.padam release agatumda April irukku,Offensive_Targeted_Insult_Group,69,9
Yaarukellam padam marubadiyum paakkanum pola irukku??,Not_offensive,54,7
Surya awesome man may God bless u..mass anna,Not_offensive,44,8
1:20 And 2:23 Adhukum idhukum Sariya pochi,Not_offensive,42,7
"Rendeya jathi dha onu kasu irrukuraven innonu kasu illadhaven, Aana oru matter yenna na kasu irrukurave kitta oru nalu kasu illamalium pogalam,kasu illadhvan oru nalu panakarana aavum aagalam.",Not_offensive,192,28
Ha ha ha seama. jayam Ravi Anna am always support you,Not_offensive,53,11
"Ada kena kongaalah indha jenmathula jaadhi oliya porathilla, ellaarum jaathi perumah pesi enna thaan saathikka poringannu therla 🤦‍",Not_offensive,131,18
Dai Vijay sethupathi yaru da pottadhu inda paduttula...,Offensive_Targeted_Insult_Individual,55,8
Vada Chennai - jaygiromo illayo motha sanda seiyanum Asuran - namaku theva yanatha nambha tha adichi vanganum,Offensive_Untargetede,109,17
Mark my words intha padam nerkondu ninnu pesum,Not_offensive,46,8
Plz subscribe to me Guys plz plz plz,Not_offensive,36,8
"Ithu 96, yara yaematha paakuringa 90's kid",Offensive_Untargetede,43,7
Ajeeth Vijay mass super star Marana mass 3,Not_offensive,42,8
"Comment layumada avan saarba, Ivan saarbanu jaathiya kuripittu pesuvinga, Jathi veri pidicha punda mavingala adutha jemathulayavathu manushana porangada.",Offensive_Targeted_Insult_Group,154,19
Marana waiting for DARBAR pongal,Not_offensive,33,5
This movie is derived from short film kekka bekka kekka bekka with same director,Not_offensive,80,14
Evlo get ups vera level surya anna movie therika poguthu 2k19 surya anna ku rocking year ahh irukum,Not_offensive,100,18
Happy to see rajini fans katharals,Offensive_Targeted_Insult_Group,34,6
Teaser super ana BGM sari ella,Offensive_Targeted_Insult_Other,30,6
Cartoon 🤣ammaADMKpaathanganext chinamma padam eduka solluvanga,Not_offensive,62,6
"Wtf man,75k dislikes,wats der to hate in diz trailer🤦‍",Offensive_Untargetede,54,9
டைரக்டர் மோகன்_ஜி பயபுள்ள சங்கியா இருப்பாப்ல போல.. சரக்கு இரிக்கி மிடுக்கு இரிக்கி..த்தா வச்சு பொளந்து கட்டிர்ப்பாப்ள போல..,Not_offensive,124,15
Climax la Rajini ya ooti vaitangaa,Offensive_Targeted_Insult_Individual,34,6
100k likes in 32 minutes...,Not_offensive,27,5
படம் வெற்றி பெற வாழ்த்துகள் மோகன் ஜி bro நாடக காதலுக்கு சொம்பு தூக்கும் திருமா ரஞ்ஜித் இவனுகளுக்கு தகுந்த செருப்படி,Offensive_Targeted_Insult_Individual,117,16
"#Ajith #Vivegam key ivala likes and views na, appa #Vijay #Mersal ku evalavu views and likes irukum",Not_offensive,99,17
Ghibra's mind blowing bgm...since papanasam thoongavanam saaho and now kadaram kondan,Offensive_Targeted_Insult_Group,85,11
views 19k...likes 50k va daww -_-,Not_offensive,34,7
YAARU KITTA SETTA ITHU THALAPATHY KOTTA யாரு கிட்ட சேட்ட இது தளபதி கோட்ட வரல வரல வா பைரவா வசூல் மன்னன்,Not_offensive,107,18
Anna superb I am form AP,Not_offensive,24,6
Oru vela Dunkirk theme ah thaan BGM ah Eduthu GV panrupaaplayo..!!🤔,Offensive_Untargetede,67,11
Indha padathula vijay sethu padhi mattum dhan score pannuvaru nu ninaikuren,Not_offensive,75,11
Thala eppavum pengalai mathikara gentleman avaruku aptana role,Not_offensive,63,8
"Nalla vela serious ana moments la sirikura mathri scene vechirukanga, soori comedy ku sirikura mathri vechirundhanga audience gaandayirupanga",Offensive_Targeted_Insult_Group,141,18
Diwali annante aniyan ullaltha Step back bigil,Offensive_Targeted_Insult_Individual,47,7
Valimai trailer 2.5 million likes varum,Not_offensive,39,6
Na Vera vaniya Kula sathiriya vamsam daa,Not_offensive,40,7
"இவை இரண்டும் தவறானது தான்! ஒரு சில காலங்களுக்கு இந்த பிரிவினை தேவை பட்டது அவை முடிவு பெற வேண்டிய காலம் வந்தது இனியும் சாதி மூலம் அரசாங்கம் வேலை வாய்ப்போ படிப்பு வாய்ப்போ குடுப்பது ஞாயம் ஆகாது! எவ்வாறு கீழ் ஜாதி என்ன கூறுவது தவறோ அது போல எல்லா வகையிலும் பிரிவினை எடுக்க வேண்டும்! Every one is equal! Bring equal chance availability for every community. When it really happened, the real stable equality will bring down!",Not_offensive,418,63
1:55 Koola gandla eruke superrrrr,Offensive_Untargetede,34,5
Evalovo pannuren..ede panna maatuma...!talapathy daa...vere yevan daaa,Not_offensive,72,9
Yarellam kamalvude video song wait pannura🤩🤩,Not_offensive,44,6
Vera leavel treser suriya Anna msss,Not_offensive,35,6
Enada 90's kids movie nu sollitu endcard la hair treatment ku ad kuduthu verupthria.. 🤨,Offensive_Targeted_Insult_Group,87,15
All the best vikram sir I am from karantaka D boss fans,Not_offensive,55,12
thyagu sema vera level and ethi pakka gangster BGM ROCKERZZZZ vj sethu ruling kollywood every year,Not_offensive,99,16
"Body language laam thirumalai time vijay maari irukku. he's looking more slim & young, nice!",Not_offensive,92,15
Dey ennada Deepa moonjia kaatringa jayalalitha moonjiya kaata sonnaaa,Offensive_Targeted_Insult_Individual,70,9
Telugu hip hop lovers like plz,Not_offensive,30,6
Subtitle me traller dekhne wale like karo,not-Tamil,41,7
SK Anna Fans Hit like,Not_offensive,21,5
Semma trailer Rajini bangam pannnitinga,Not_offensive,42,5
erikka erikka elunthu varannnn,Not_offensive,32,4
Ivara troll pana epdi da ungalaku manasu varuthu thalaivar thalaivar thaan by thalpathi fan,Not_offensive,92,14
Trending Vandhadhum KAAPPAAN Teaser Mathiri Idhayum Athiga Days Trending No 1 La Vaikkurom.,Not_offensive,92,14
Sivakarthikeyan Telugu fans like,Not_offensive,32,4
Ultimate star AJITH Kumar vazhaga,Not_offensive,34,5
Angali pangali Ellarum attendance podunga,Not_offensive,41,5
Keka beka Keke beka short flim eay copy adichuthu vekka ma illa chai,Offensive_Targeted_Insult_Group,68,13
Adichi thookalaama Thalaivarr: adichi under veroda oda vitruven paathuko,Offensive_Untargetede,74,10
Vera level anna i am marana waiting,Not_offensive,35,7
Not sure but story looks like #PINk,Not_offensive,35,7
கொங்கு பெண் குழந்தைகள் பார்க்க வேண்டிய படம்...,Not_offensive,46,6
U kena tunggu lebih lama lagi untuk tahu saya🤭...As A Malaysian i got goosebumps whn he spoke in malay🤭🤭🤭🤣🤩🤩🤩,not-Tamil,110,19
Trailer semma mass Vijay Sethubathi anna semma Anna,Not_offensive,51,8
Telugu la eppp release. Please release pannunga,Not_offensive,47,7
Padam release avaruthukku munnadi 13 milion views varanum,Not_offensive,57,8
Siruthai siva Apdiye DIRECTOR odadha vaangi madakku madakku nu kudi unnaku DIRECTION varudhaanu paapom,Offensive_Targeted_Insult_Individual,102,14
இளையாதளபதி விஜய் + வசனம்+ பின்னணி இசை மற்றும் எல்லாம்மே + தான் சமசூப்பர் மாஸ்னா இது தான் மாஸ் தலைவா,Not_offensive,99,16
"இன்றைய சூழலில் பெண் பிள்ளைகளை பெற்றவர்களோ கூடப்பிறந்தவனோ அழைத்து சென்று பார்க்க வேண்டிய திரைப்படம். ஆம், பெண்பிள்ளைகள் மனதில் பதியவேண்டிய கருத்துகளை சுமந்து வரும் படமாக இருக்கம் என பெரிதும் எதிர்பார்க்கின்றேன். இது ஏதோ சாதி வெறியில் அனைவரும் பேசுவது போல இருக்கும். ஆனால் உண்மை அதுவல்ல. சுமார் 20-22 ஆண்டு காலம் கூடவே வளர்ந்தவள் கண்ணுக்கு நேராக வழி தவறி போய் சின்னாப்பின்னமாகி போவதும் அதனால் சிதையும் குடும்பங்களும் அவளின் உறவுகளின் நிலையை திரையில் காணும்போதே அடிவயிறு கலங்குகிறதே, அந்த வலிதான் இந்த படத்தின் மாபெரும் வெற்றியாக இருக்கும். நிச்சயம் தமிழக ஊடகம் இந்த படத்தினை இருட்டிப்பு செய்யவே பார்க்கும். ஆனால் அதையும் மீறி மாபெரும் வெற்றிப்பெற வாழ்த்துகள்...",Not_offensive,660,78
90s kids kandipa papomda intha movie,Not_offensive,36,6
KV Anand & Surya & LYCA,Not_offensive,23,6
ILAYA SUPER STAR THALAIVAR DHANUSH VAAZHGA,Not_offensive,42,6
Arya to saayesha will u marry me,Not_offensive,32,7
780k likes on d way,Not_offensive,19,5
edhirpaakulailaaaaa haha Adha Thalapathy. Semma Hit... awaiting Maranamass,Not_offensive,75,8
No. 1 trending Unmayana surya fans matum n channela subscribe panunga,Not_offensive,69,11
Namaku thevaiyanatha nama tha adichi vanganum...,Offensive_Untargetede,48,6
வணக்கம் டா பங்காளிகளா கடலூரிலிருந்து சத்ரியன் படையாட்சி சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.,Not_offensive,96,11
After 6 M views..! hit like..!,Not_offensive,32,6
yarellam continues ah trailer eh paakuringa,Not_offensive,43,6
Seekram release pannala na ennai nokki payum thotta list la senthudum,Offensive_Targeted_Insult_Group,69,11
"Nalla iruku super, enga thalaiku nalla pottiyana padama varanum apo than dabule mass aa erukum",Not_offensive,95,16
Verum Build up dhan...Padathula oru mirum ila,Offensive_Targeted_Insult_Group,45,7
Kongu goundergal sarpaga engal valthukal,Not_offensive,40,5
Same story same sandaa..karrr thuuu,Offensive_Untargetede,36,6
Trailer vara leval surya anna mass uvan bgm vara leval,Not_offensive,54,10
Dhanush enaya Ivan manushaana paaah verithaanamana acting raa dei,Not_offensive,65,9
All the best kumarasan Anna by Nanganallur guys,Not_offensive,47,8
Atleast 1 million views likes varavikaa thala fans support pannukaa,Not_offensive,67,10
Kaththi bgm maaathiri erukku. In alakil en ithayam 🤔🤔🤔🤔,Not_offensive,55,9
semmaaaaaaa masses herooooo in Vijay I like it very masssssssssssssss herooooooo Vijay,Not_offensive,86,12
இந்து முஸ்லிம் கிறிஸ்தவன் வன்னியன் தேவன் முதலியார் செட்டியார் நாயுடு பிராமணர் நாடார் செட்டி யாதவர் போன்ற பல சமுதாய மக்கள் இந்தப்படத்தை வரவேற்கின்றனர் ஏன் தலித் சமுதாயத்தை சேர்ந்த சிலரும் இந்த படத்தை வரவேற்கின்றனர் இந்த படத்தை எதிர்ப்பவர்கள் ஒன்று திக 2. குருமா குரூப்,Not_offensive,267,34
thala teaser la song padunaru apuram vijai epo neyapa copy vename konjam nengala yosinga...,Offensive_Untargetede,93,14
Maaasss kaa baap aagaya.. vazhi vidungadaaaaaa,Not_offensive,47,6
Enda poruppa kondupoi ivankitta yarra oppadachathu... vijay🤯,Offensive_Targeted_Insult_Individual,61,7
awesome vj Anna reactions chumma theri ka veetanga...thalapathy daaaaaaaa...,Not_offensive,89,10
nan vijay rasigan massa irukku,Not_offensive,31,5
Katta waiting frm Kerala Lalettan Fans,not-Tamil,39,6
நீ என்ன பெரிய வசூல் மன்னனா தெரியல அப்படித்தான் சொல்றாங்க,Not_offensive,57,8
இந்து கலாச்சாரம் சார்பாக வெற்றி பெற வாழ்த்துக்கள்,Not_offensive,49,6
Super trailer think u mani ratnam sir,Not_offensive,37,7
Bigil=like Kaithi= cmnt Idhu epdi irruku vj fns like here,Offensive_Untargetede,57,10
Sema...national star surya kaga waiting,Not_offensive,43,6
dei thala naingala ssaavungada seel vanthe saavungada ippo vanga daaa theriiiii is onthe wayyy!!!,Offensive_Targeted_Insult_Individual,101,14
செங்குந்த முதலியார் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்..,Not_offensive,60,7
Vijay anna Fans &veriyans Hit Like,Not_offensive,34,6
Thalaaa u r great,Not_offensive,19,4
Tara masss namma suriya anna,Not_offensive,28,5
Polichu machane. Suriya & lalettan 🤩🤩🤩,not-Tamil,39,7
Oruthar mela vishwasatha katrakkaga mathavangala en asinga paduthuringa? think about all fans,Offensive_Untargetede,94,12
Trending like ah boss asuran. kappan,Not_offensive,39,7
இது மாதிரி ஒரு படத்தை தான் இத்தனை வருஷமா எதிர்பார்த்துகொண்டிருந்தேன டிரெய்லர் பார்க்கும்போதே மனசுக்கு அவ்வளவு சந்தோசமா இருக்கு,Not_offensive,127,14
4M viewers gu I'm waiting,Not_offensive,26,5
Antha 68 Peru Mattu en Kaila kedacha,Offensive_Untargetede,37,7
thala movie 100cr um varathu YouTube la like views um varathu...pavam aaaama kunjunga,Offensive_Targeted_Insult_Group,94,13
வாணிய செட்டியார் சார்பாக திறை காவியம் வெற்றி அடைய வாழ்த்துகிறோம்,Not_offensive,64,8
Santhosh Narayan music pottu iruntha innum nalla irunthu irukum.,Not_offensive,65,10
HIT LIKE IF U R WATCHING #SURVIVA SONG,Not_offensive,42,8
Abe ye kaun makeup kiya itna ghatuya,not-Tamil,36,7
Telugu trailer oda link yerundu irindha konjom kudunga ji.,Not_offensive,58,9
super na i am waiting vijay anna.,Not_offensive,33,7
10.1M Views with 771k likes,Not_offensive,27,5
Enake paatu release agi 1 hr kalichu dhan theriyuthu video song release agirukunu aana intha haters ku eppadi than theriyutho engala vida verithanama updates ku wait panreenga,Not_offensive,175,27
io super anna nenka eppavum kalakkurinka jeikirinka surya unka fri thane acting konsam solli kudunka,Not_offensive,100,15
Dei Enna da delete pannavae Illa,Offensive_Untargetede,32,6
யாருலாம் பரதன் தான் தளபதி60 director னு சொன்ன உடனே அவர பத்தி அவரு எதுக்கும் லாய்க்கு இல்லன்னு பேசினீங்களோ அவங்க மட்டும் line ல வாங்க.. அடிக்க லாம் மாட்டேன் வாங்க..,Offensive_Untargetede,164,24
Massss fr all Sedhu na n simbu na waiting,Not_offensive,44,9
Unna than solranga. Athuikku yen rajini group kovam varuthu. Makka appo muttala..,Offensive_Targeted_Insult_Individual,84,13
"Ammanam ponnungaluku mattu thana, correct super",Not_offensive,47,6
Ella celibrationum dheepavali varekkum mattum than,Not_offensive,50,6
thala na mass awsm i am your fan,Not_offensive,38,8
Sillaraigalin sound athigama dan irukkum...,Offensive_Targeted_Insult_Group,47,5
"Ena da mairu mari erukku,",Offensive_Untargetede,26,6
Ennangada kgf bgm ha modify pannittingala,Offensive_Untargetede,41,6
Ungala la amma aathma summa vidathu da...,Offensive_Targeted_Insult_Group,42,7
ரஜினி வாராத போதுளாம் சும்மா இருந்துட்டு வர நேரத்தில இப்படி கிழிச்சு தொங்கவிடுறீங்க. பாவம் வரகூடாத நேரத்தில சரியா வர்றார்,Offensive_Targeted_Insult_Individual,120,15
BGM la பிண்ணு பிண்ணு பிண்றியேபா..! Harris jayaraj,Not_offensive,49,7
"wow, waiting for FDFS, varalam vaa thalaiva vaaa... Bairavaa",Not_offensive,70,10
sikiram yelarum paruga 100 ku mela nan 250 times pathuten,Not_offensive,57,10
Thala ajith sir eppawum maasss,Not_offensive,30,5
Katta Lalettan Suriya fans Hit,Not_offensive,30,5
Luv Uuuuuu ThalaaaaaaaaaaaaaaSouth Indian Ruling lion AJITHKUMAR 🤙🤙🤙🤘 Haters,Not_offensive,76,9
Yenda Thalapathy fans poole nereya peru umburinge,Offensive_Targeted_Insult_Individual,49,7
Enna da panni vachurukinka onnume puriya maataikuthu,Not_offensive,52,7
"Hip hop mass fans like here,",Not_offensive,28,6
Bigil trailer pathutu vanthavanga like here,Not_offensive,43,6
Telugu Rajini sir fans yevverina unnaraa...,not-Tamil,48,6
Padama ipdi irukanum No heroine No dance No girl Verithanam,Offensive_Untargetede,60,10
பொன் மாணிக்க வேல் சிலை கடத்தல் தடுப்பு பிரிவு சொல்லும் போதே எவ்வளவு கம்பீரம் அவர் பெயரை வெச்ச இந்த படம் வெள்ளி விழா கான வேண்டும்,Not_offensive,129,20
11k retards 94k likes in 27 mins,Not_offensive,33,7
NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK,Not_offensive,55,14
Erinthu pona saambalil irunthu...! ezhunthu parakkum phoenix pola..! mindum mindum parappen unakkenna?,Not_offensive,102,12
Ennangada Vjs eh pathi onnumey kaamikala.. Movie la yavathu konjam getha kaaminga da..,Offensive_Untargetede,86,13
வள்ளுவர் குல சார்பாக இப்படம் வெற்றி பெற வாழ்த்துகள்,Not_offensive,51,7
I think it is same like pink movie.,Not_offensive,35,8
Dei enna da ithu koolaa maass,Not_offensive,29,6
தென்றலில் வீசும் கழுநீா்பூவின் மணத்தமிழ் மன்றத்தில் பேசும் தேன்சுவை தமிழின் குணத்தமிழ் குன்றத்தில் இருக்கும் அழகனின் தமிழினத்தமிழ் அறிய மக்கள் தொலைக்காட்சி நிகழ்ச்சிகளை யூ டியூப் ல் காணுங்கள் நன்றி.,Not_offensive,198,22
Enaku mattum than lingaa maari ithu agidumo nu thonutha,Offensive_Targeted_Insult_Individual,55,9
Suda suda 4 National award eduthu vainga pa... Asuran varaaannnn,Not_offensive,64,10
Sudugatu kulla ponavan ponama than thirumbi varuvana.. Mundha nethu thatha ku sami kumbida ponen. Apa na zombie ah,Not_offensive,115,18
Annan Thiruvalavan VCK Avadi thoguthi saarbaga vaazhthukal,Not_offensive,58,7
semma mass pokka super super star vijay anna da,Not_offensive,48,9
Views and likes ha increase pannunga yenna soldrenu ungaluku purium,Not_offensive,67,10
திருச்சி முத்தரையர் சமுதாயம் சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,Not_offensive,73,8
Veraa level mersal panta thalaivaa,Not_offensive,34,5
"Deiii saathi veri pidicha mohan director devidiya paiyaaa,kommala oaaakaa,naaarakoothy,pool suppy,un vaayila en sunnya vaikka,naarakoothy,vaanniyar kandara oaazhi paiyyaaaa",Offensive_Targeted_Insult_Individual,174,19
92k views 132k likes Fraud,Offensive_Untargetede,27,5
Hindi version bhi sath aa jaye to mza aa jaye,not-Tamil,45,10
Hello Pepsi uma.. neengalaa idhu,Not_offensive,32,5
TSK 630+k likes NGK 550k likes Kaappaan 456k likes NGK 37k cmts Kaappaan 23k cmts Yyyy..poga poga kudama koranjikitte poguthu,Offensive_Targeted_Insult_Group,127,20
1/2 day. 289 likes yarale mudiyum. only thala,Not_offensive,45,8
"Kandipa movie length neelama irukanum, ellaroda combination scenesum pakkanum",Not_offensive,77,9
Thirumavalavanin katapanchayathai.nadaka kathalai.tholurikum padamaga irukum..powerful original dialogues..,Not_offensive,108,7
"vada Chennai la irrunthu, etho oru village poi irrukku Kathai Kalam",Not_offensive,67,11
Beethoven case pooda poraru..avaroda music ah use panunathuku.haahaaa,Not_offensive,71,10
Evan sonnadhunnu theriyala tamilanukku talant paththathunu...always Tamil people talented,Not_offensive,91,9
பெண்களின் பாதுகாவலன் எங்கள் அண்ணன் மாவீரன் காடுவெட்டியார் ஜெ குரு அவர்களின் நல்லாசியுடன் திரௌபதி திரைப்படம் வெற்றியடைய வன்னியர் சார்பாக மனமார்ந்த வாழ்த்துக்கள் மோகன் G அண்ணா,Not_offensive,173,20
Ajith punda mavan surya anna kitta nerunga mudiyath,Offensive_Targeted_Insult_Individual,51,8
Kollywood megastar surya anna I am ap,Not_offensive,37,7
enga Alla Adichikka yaraalayaum Mudiyathura Namma Nadipin nayakan Surya ki jei,Not_offensive,79,11
படம் வெற்றி பெற தேவர் இனம் சார்பாக வாழ்த்துக்கள்,Not_offensive,49,7
Chinna ponnunga matter sollurathu Ellam over ya 🤐,Not_offensive,49,8
Trisha look so beautiful 96 ku aparam ithum semmaya iruka pothu...,Not_offensive,66,11
"ಕರ್ನಾಟಕದಲ್ಲಿ ಬಿಡುಗಡೆ ಆದ್ರೆ ಕನ್ನಡದಲ್ಲಿ ಡಬ್ಬಿಂಗ್ ಮಾಡಿ ಬಿಡಿ.Dubbing in Kannada, release the movie",not-Tamil,97,13
"இதே படத்த ப. ரஞ்சித் பன்னா அது சமூக படம், நம்ம பன்னா சாதி வெறி படமா. Hat's off to the Director. Advance wishes to the film crew",Not_offensive,127,24
thala yoda nalla manasuku ellaamay nallathavay nadakum 2019 mega blockbuster Movie nkp thaan ithula entha santhegamum kidaiyathu,Not_offensive,128,17
பொதுவா எதிர்ப்ப தெரிவிக்க போஸ்டர்ல சாணி அடிப்பானுங்க... அதான உலக வழக்கம் இவனுங்க நேரா போயி முஞ்சிலேயே அடிச்சிருக்கானுங்க திரௌபதி திரௌபதி_ட்ரைலர்,Not_offensive,150,17
Thalaivaaaaaaaaaaa Alludhu style.u...Maassss... Vaera evanavadhu irundhaa Apadiyae vodi poiduu.. Rajinified,Offensive_Untargetede,116,10
Best wishes sir Kerala jayam ravi fans,Not_offensive,38,7
1:56 thalaivar Oda dialogue Vera lvl,Not_offensive,36,6
மரண மாஸ் இது வேற மாதிரி,Not_offensive,24,5
10 times mela pathavnaga like panunga,Not_offensive,37,6
Last vara dialog thavaravera onnum edupadala. Movie ya paathutu comment pandren,Offensive_Targeted_Insult_Individual,79,11
ஜாதிகள் இல்லையடி பாப்பா படம் வெற்றி பேற வாணியர்களின் வாழ்த்துக்கள்,Not_offensive,66,8
love u jayan ravi.yougi babu..kajal fan like karo,not-Tamil,49,8
Teaser super but storya konjam koda guess panna mudiyala,Not_offensive,56,9
Surya அண்ணாவ இதுக்குமுன்னால இது போல Maasss Triller ஆ பாத்ததே இல்ல படம் UNEXPECT level ல இருக்கபோகுது போடு தகிடதகிட,Not_offensive,117,17
Let's make it 1 million likes..,Not_offensive,31,6
Tha padamna rajiniya vechii ipdi edugada..atha v2tu epa pathalu urrunu irukuramathiri edukathingada..,Offensive_Untargetede,101,12
Mokka ya erukku trailer feel happy,Not_offensive,34,6
Mass Trailer... Surya sir Pallavi,Not_offensive,40,5
Kaali 10 thythi Gali 🤣🤣🤣 visvasam always rocks 🤙,Offensive_Targeted_Insult_Individual,48,9
Harris jeyaraj devla potta misica idhula Lita apply pannirukkaro,Not_offensive,64,9
Dei idhu amma makkal kitta chinnatha kaatra maari illada evano machan ennaku dhumu kudraa nu saigai la soldra maari irrukku #ennadapannivechuirukinga,Offensive_Targeted_Insult_Group,149,21
Evanuga entha kijathi ponutala love panna mattanga,Not_offensive,50,7
Thalaaaaaaaaa love you thalaaaaa Dharisanam kedachachiiii,Not_offensive,57,6
"Trailer nalla iruku, padam nalla irukanum... ambutu than solliputten",Not_offensive,69,9
Yen da na comment pana mattum evanum reply panamatringa?,Offensive_Untargetede,56,9
உண்மையை காட்டிய அனைத்து பட குழுவினர்களுக்கும் பாராட்டுக்கள்.,Not_offensive,60,6
Arisayal polupukaga youngsters kita jathi veriya thoondi viduranga intha politician. Arasiyal irukum varai caste irukum. Nama thooki pota matum tha marum. Religion: Human Caste: Male / Female,Not_offensive,198,30
Deiiiiiiiii siriche stomach ah valikkuthu da mudila athulaiyum 2:01 chance ah illa,Not_offensive,83,12
Yuvan Shankar Raja - Selvaragavan. Now with Surya,Not_offensive,49,8
ஒரே ஒரு டிரைலர் மொத்த கும்பலும் கதறுறானுக,Not_offensive,41,6
Yow thala thalapathy fans 1:20 And 2:21 paarungaya🤣🤣🤣,Not_offensive,54,8
Lalettan / Mohanlal Fans Like Here,Not_offensive,34,6
Super Thala Vera level,Not_offensive,24,4
Enagada 4 maasathula adathu padam release panringa,Not_offensive,50,7
Ab iski film ka promotion suru hoga aur yea apni behen ke saath milke Hrithik Hrithik karegi...pagal aurat,not-Tamil,109,18
pls don't come to politics petta- best entertainer,Not_offensive,51,8
Innum Kaappaan Teaser Repeat Mode La Pakkuravanga Like,Not_offensive,54,8
All thala fans vethalam teaser ku like podunga,Not_offensive,46,8
"9,974825 laye 10 minutes apdiye views nikudhu",Offensive_Untargetede,45,7
Ethana per padam pathuttu trailer pakuringa??,Not_offensive,45,6
Padam semaya irukum pola🤩 wow... trailerae alludhae!!! Comaliiiiiii jollyyyyy!!!,Not_offensive,82,9
I think its chindamani kolakkes malayalam remake,Not_offensive,49,7
trialer looks like old movies shit,Offensive_Targeted_Insult_Group,34,6
SURYA Annan movie.. BLOCK BUSTER HIT Daaaaaawww... CONFIRMED,Not_offensive,63,8
ஒரு டிரெய்லர் ரிலீஸ்... அனைத்து சமுதாயத்தையும் ஒன்று சேர வைத்ததில் பெருமகிழ்ச்சி...,Not_offensive,99,10
Thalthapattavana ennum ethana varusam da avamana paduthevanga,Offensive_Targeted_Insult_Other,61,7
நமது சமூகத்திற்காக குரல் கொடுக்கும் உங்கள் பின்னால் எப்போதும் நாங்கள் நிற்போம்..,Not_offensive,80,9
Dhanush-Vetrimaaran innum ethana padam sernthu pannaalum elaamae sorgam thaan cinema lovers ku,Not_offensive,94,12
Enda ranjith periya jaathi karangal villian a kamichi padam eduthum pothu gullu gullunu irunducho ippam oru trailer ke adipoitanga. Iam thevar i really liked the trailer,Offensive_Targeted_Insult_Other,169,26
Yuvan Vera lvl bgm,Not_offensive,19,4
Mass marana MasssTalivaa you are also king,Not_offensive,42,7
Supr trailer machha semma mass eriku I'm from Karnataka,Not_offensive,56,9
